municipality,year,income men,income women
Fredensborg,2014,287672.0,229062.0
Fredensborg,2015,296665.0,241727.0
Fredensborg,2016,302022.0,240852.0
Fredensborg,2017,306225.0,245022.0
Fredensborg,2018,316168.0,249583.0
Fredensborg,2019,325183.0,263974.0
Fredensborg,2020,335252.0,269787.0
Fredensborg,2021,364789.0,285825.0
Fredensborg,2022,346609.0,276140.0
Fredensborg,2023,372634.0,288366.0
Fredericia,1987,90771.0,64674.0
Fredericia,1988,95496.0,69560.0
Fredericia,1989,99100.0,74281.0
Fredericia,1990,104074.0,77084.0
Fredericia,1991,106848.0,80878.0
Fredericia,1992,110481.0,84386.0
Fredericia,1993,113982.0,86738.0
Fredericia,1994,122290.0,92266.0
Fredericia,1995,129291.0,96702.0
Fredericia,1996,133614.0,100800.0
Fredericia,1997,137951.0,104656.0
Fredericia,1998,144076.0,109318.0
Fredericia,1999,146645.0,112939.0
Fredericia,2000,152139.0,116777.0
Fredericia,2001,155524.0,121702.0
Fredericia,2002,161388.0,127468.0
Fredericia,2003,164539.0,132269.0
Fredericia,2004,174189.0,138942.0
Fredericia,2005,181251.0,143836.0
Fredericia,2006,189926.0,148992.0
Fredericia,2007,193672.0,153460.0
Fredericia,2008,191344.0,155968.0
Fredericia,2009,193681.0,162983.0
Fredericia,2010,210506.0,173631.0
Fredericia,2011,209425.0,173487.0
Fredericia,2012,214141.0,176665.0
Fredericia,2013,218166.0,180358.0
Fredericia,2014,224374.0,183148.0
Fredericia,2015,229992.0,188215.0
Fredericia,2016,241922.0,188444.0
Fredericia,2017,241438.0,193972.0
Fredericia,2018,246082.0,198418.0
Fredericia,2019,253777.0,203709.0
Fredericia,2020,263795.0,213117.0
Fredericia,2021,279820.0,220232.0
Fredericia,2022,283929.0,219243.0
